,IDENTIFICATION,PLAYER_DETAIL,POSITIONS,HEIGHT,WEIGHT,SALARY,FIRST_YEAR
320,60947,박치왕_1969년 11월 20일,(우투우타),175cm,79kg,0,94상무코치
321,60949,이창호_1987년 03월 09일,투수(우투우타),183cm,83kg,0,10상무
322,60977,김정택_1953년 02월 04일,(우투우타),172cm,74kg,0,0
323,61005,강성호_1988년 02월 23일,외야수(우투우타),189cm,91kg,0,0
324,61015,이태균_1989년 01월 08일,내야수(우투좌타),177cm,77kg,0,0
325,61047,장동웅_1988년 04월 07일,포수(우투우타),180cm,90kg,0,0
326,61072,황현철_1968년 06월 23일,(우투우타),183cm,82kg,0,0
327,61101,임찬규_1992년 11월 20일,투수(우투우타),185cm,80kg,13500만원,11LG
328,61102,유강남_1992년 07월 15일,포수(우투우타),182cm,88kg,23000만원,11LG
329,61104,정병곤_1988년 03월 23일,내야수(우투우타),172cm,74kg,0,11LG
330,61108,강병의_1992년 01월 02일,내야수(우투우타),180cm,70kg,0,11LG
331,61114,김재율_1989년 01월 14일,내야수(우투우타),186cm,90kg,0,11LG
332,61128,이준명_1992년 04월 06일,외야수(우투우타),175cm,86kg,0,0
333,61140,정다흰_1992년 12월 15일,투수(좌투좌타),193cm,93kg,0,11LG
334,61145,이우찬_1992년 08월 04일,투수(좌투좌타),183cm,88kg,7500만원,11LG
335,61154,주키치_1982년 10월 17일,투수(좌투좌타),195cm,98kg,0,0
336,61156,송윤준_1992년 07월 16일,투수(좌투좌타),186cm,78kg,2700만원,11LG
337,61158,리즈_1983년 10월 06일,투수(우투우타),185cm,87kg,0,0
338,61185,최인영_1989년 07월 29일,투수(우투우타),185cm,76kg,0,11LG
339,61186,이천웅_1988년 10월 20일,외야수(좌투좌타),182cm,90kg,28000만원,12LG
340,61194,이민재_1988년 02월 05일,외야수(좌투좌타),177cm,77kg,0,12LG
341,61196,지승환_1986년 03월 11일,투수(우투우타),181cm,80kg,0,0
342,61197,최영진_1988년 05월 10일,내야수(우투우타),185cm,87kg,8000만원,12LG
343,61202,황필선_1992년 04월 16일,내야수(우투좌타),180cm,70kg,0,0
344,61204,김동한_1988년 06월 24일,내야수(우투우타),174cm,74kg,4500만원,11두산
345,61206,천상웅_1991년 05월 30일,내야수(우투양타),182cm,77kg,0,0
346,61208,정진호_1988년 10월 02일,외야수(우투좌타),185cm,78kg,11300만원,11두산
347,61214,이현호_1992년 07월 14일,투수(좌투좌타),185cm,80kg,4500만원,11두산
348,61215,안규영_1988년 04월 12일,투수(우투우타),185cm,85kg,0,11두산
349,61228,최현진_1992년 09월 24일,투수(우투우타),183cm,86kg,0,11두산
350,61230,라미레즈_1982년 09월 16일,투수(우투우타),182cm,90kg,0,0
351,61231,페르난도_1982년 07월 15일,투수(우투우타),183cm,100kg,0,0
352,61240,니퍼트_1981년 05월 06일,투수(우투우타),203cm,103kg,0,11두산
353,61257,가야마_0,투수(),cm,kg,0,0
354,61262,이정호_1992년 04월 11일,투수(우언우타),184cm,88kg,0,11두산
355,61267,최현정_1992년 12월 03일,투수(좌투좌타),179cm,88kg,0,11두산
356,61268,양현_1992년 08월 23일,투수(우언우타),188cm,70kg,9000만원,11두산
357,61273,박동일_1971년 08월 09일,(우투우타),180cm,93kg,0,11두산코치
358,61284,강흠덕_1958년 08월 15일,(우투우타),170cm,64kg,0,11두산코치
359,61291,황인권_1988년 05월 19일,외야수(우투우타),180cm,86kg,0,0
360,61293,백진우_1988년 11월 24일,외야수(우투우타),182cm,83kg,0,12두산
361,61295,강동연_1992년 12월 18일,투수(우투우타),195cm,94kg,3400만원,12두산
362,61304,정범수_1992년 08월 08일,내야수(우투우타),178cm,79kg,0,0
363,61323,이태양_1993년 01월 28일,투수(우언좌타),183cm,82kg,0,11넥센
364,61329,윤지웅_1988년 03월 11일,투수(좌투좌타),180cm,75kg,0,11넥센
365,61332,알드리지_1979년 06월 13일,외야수(좌투좌타),185cm,102kg,0,0
366,61353,고종욱_1989년 01월 11일,외야수(우투좌타),184cm,83kg,17000만원,11넥센
367,61357,이희성_1988년 03월 09일,투수(좌투좌타),185cm,93kg,0,11넥센
368,61359,조영연_1988년 04월 14일,투수(우투우타),178cm,82kg,0,0
369,61360,김도현_1992년 10월 23일,외야수(우투우타),181cm,98kg,0,11넥센
370,61363,문우람_1992년 03월 08일,외야수(우투좌타),175cm,80kg,0,12넥센
371,61364,김만효_1987년 09월 17일,투수(우투우타),174cm,86kg,0,0
372,61365,김대우_1988년 11월 21일,투수(우언우타),183cm,85kg,11500만원,11넥센
373,61366,홍성갑_1992년 08월 02일,외야수(우투우타),181cm,80kg,0,14넥센
374,61390,조용성_1993년 01월 11일,포수(우투우타),177cm,89kg,0,0
375,61391,김기한_1990년 07월 11일,투수(좌투좌타),176cm,80kg,0,0
376,61392,김호연_1992년 03월 09일,포수(우투우타),178cm,75kg,0,0
377,61394,신영재_1987년 12월 30일,포수(우투우타),177cm,85kg,0,12넥센
378,61395,김민재_1991년 04월 25일,(우투우타),178cm,84kg,0,0
379,61396,박정준_1992년 03월 22일,투수(우언우타),184cm,90kg,0,14넥센
380,61402,김준희_1988년 08월 18일,내야수(우투우타),180cm,73kg,0,0
381,61404,김헌곤_1988년 11월 09일,외야수(우투우타),174cm,81kg,19000만원,11삼성
382,61411,심창민_1993년 02월 01일,투수(우언우타),185cm,86kg,23000만원,11삼성
383,61434,저마노_1982년 08월 06일,투수(우투우타),190cm,95kg,0,11삼성
384,61435,가코_1981년 01월 02일,내야수(우투우타),188cm,102kg,0,0
385,61444,매티스_1983년 06월 07일,투수(우투양타),190cm,99kg,0,0
386,61456,윤영삼_1992년 07월 14일,투수(우투양타),181cm,87kg,9800만원,11삼성
387,61457,임현준_1988년 12월 21일,투수(좌언좌타),185cm,88kg,11000만원,11삼성
388,61458,오태선_1992년 02월 20일,투수(우투우타),180cm,85kg,0,0
389,61463,김정혁_1985년 08월 03일,내야수(우투우타),182cm,82kg,0,09상무
390,61470,유원선_1992년 12월 02일,포수(우투우타),182cm,86kg,0,0
391,61487,이경록_1989년 01월 18일,외야수(우투우타),184cm,95kg,0,11삼성
392,61489,정명현_1987년 03월 09일,(우투우타),184cm,100kg,0,0
393,61490,신희섭_1990년 09월 15일,투수(좌투좌타),178cm,80kg,0,0
394,61492,정우양_1988년 07월 06일,포수(우투우타),182cm,82kg,0,11삼성
395,61494,조원태_1992년 03월 31일,외야수(좌투좌타),175cm,80kg,0,0
396,61495,명재철_1989년 01월 17일,투수(우투우타),178cm,95kg,0,11삼성
397,61496,황수범_1986년 11월 17일,투수(우투우타),183cm,81kg,0,12삼성
398,61498,김태욱_1989년 02월 09일,내야수(우투좌타),185cm,78kg,0,0
399,61527,김명성_1988년 04월 08일,투수(우투우타),179cm,88kg,0,11롯데
400,61532,백왕중_1992년 08월 06일,내야수(우투좌타),178cm,70kg,0,0
401,61540,송보람_1986년 12월 09일,투수(우투우타),174cm,87kg,0,0
402,61541,코리_1973년 10월 21일,투수(우투우타),183cm,82kg,0,0
403,61542,이지혁_1992년 03월 13일,외야수(우투우타),182cm,95kg,0,11롯데
404,61544,양대원_1985년 04월 26일,투수(우투우타),180cm,77kg,0,0
405,61554,김민하_1989년 02월 25일,외야수(우투우타),181cm,88kg,4500만원,11롯데
406,61557,이정담_1991년 08월 05일,투수(좌투좌타),183cm,90kg,0,11롯데
407,61560,양동운_1991년 05월 15일,투수(우투좌타),186cm,95kg,0,11롯데
408,61563,방힘찬_1988년 08월 18일,외야수(우투우타),178cm,78kg,0,0
409,61564,박기민_1988년 05월 15일,내야수(우투좌타),175cm,78kg,0,13경찰
410,61565,장국헌_1991년 10월 05일,투수(우투우타),183cm,83kg,2700만원,11롯데
411,61566,허일_1992년 11월 20일,외야수(우투좌타),177cm,88kg,4100만원,11롯데
412,61567,백재엽_1992년 10월 17일,내야수(우투좌타),180cm,79kg,0,11롯데
413,61569,이경우_1987년 11월 09일,투수(우투우타),183cm,95kg,0,11롯데
414,61591,김사훈_1987년 06월 18일,포수(우투우타),173cm,89kg,0,12롯데
415,61595,김우경_1992년 09월 19일,투수(우투좌타),176cm,84kg,0,0
416,61598,문양식_1989년 02월 26일,투수(우투우타),198cm,100kg,0,0
417,61599,임영학_1988년 09월 18일,(좌투좌타),178cm,88kg,0,0
418,61600,전준수_1988년 02월 14일,(우투좌타),170cm,70kg,0,0
419,61604,유재혁_1992년 03월 29일,외야수(우투우타),182cm,70kg,0,11KIA
420,61611,김대웅_1991년 06월 23일,투수(좌투좌타),cm,kg,0,0
421,61629,트레비스_1982년 11월 04일,투수(좌투좌타),191cm,88kg,0,0
422,61643,홍건희_1992년 09월 29일,투수(우투우타),187cm,92kg,5300만원,11KIA
423,61650,박기철_1991년 08월 19일,투수(우투우타),193cm,103kg,0,11KIA
424,61652,윤정우_1988년 05월 12일,외야수(우투우타),188cm,91kg,0,11KIA
425,61658,정상교_1991년 10월 01일,내야수(우투우타),177cm,77kg,0,11KIA
426,61665,우병걸_1990년 03월 31일,투수(우투우타),183cm,81kg,0,11KIA
427,61666,한승혁_1993년 01월 03일,투수(우투좌타),185cm,96kg,0,11KIA
428,61667,박세준_1992년 07월 01일,내야수(우투우타),190cm,74kg,0,0
429,61678,다카하시_1964년 07월 10일,(우투우타),176cm,90kg,0,0
430,61689,히라노_1955년 06월 20일,(우투양타),179cm,80kg,0,0
431,61693,한성구_1988년 09월 14일,포수(우투우타),185cm,85kg,0,12KIA
432,61694,김민섭_1990년 09월 09일,포수(우투우타),175cm,78kg,0,0
433,61695,임태환_1992년 06월 09일,투수(우투우타),184cm,80kg,0,0
434,61698,허정우_1989년 08월 29일,투수(우투우타),182cm,82kg,0,0
435,61700,강경학_1992년 08월 11일,내야수(우투좌타),180cm,72kg,7800만원,11한화
436,61710,김용호_1986년 03월 29일,내야수(우투우타),188cm,95kg,0,0
437,61715,유창식_1992년 05월 15일,투수(좌투좌타),186cm,107kg,0,11한화
438,61726,오넬리_1983년 05월 26일,투수(우투우타),188cm,98kg,0,0
439,61727,바티스타_1980년 08월 23일,투수(우투우타),198cm,86kg,0,0
440,61742,나성용_1988년 01월 05일,(우투우타),183cm,95kg,0,11한화
441,61743,오준혁_1992년 03월 11일,외야수(우투좌타),187cm,80kg,3000만원,11한화
442,61760,임신호_1992년 08월 08일,외야수(우투우타),182cm,82kg,0,11한화
443,61763,박건우_1992년 07월 01일,투수(우투우타),193cm,80kg,0,11한화
444,61764,박병우_1992년 07월 23일,투수(우투우타),183cm,77kg,0,0
445,61765,이영기_1992년 07월 25일,투수(좌투좌타),186cm,92kg,0,0
446,61767,문재현_1992년 03월 06일,투수(좌투좌타),193cm,86kg,0,11한화
447,61791,김우석_1988년 06월 06일,내야수(우투우타),178cm,69kg,0,0
448,61793,정연태_1988년 03월 14일,(우투우타),182cm,80kg,0,0
449,61795,나용훈_1988년 09월 06일,외야수(우투우타),183cm,83kg,0,0
450,61812,김대유_1983년 06월 13일,투수(우투우타),184cm,88kg,0,0
451,61830,신정익_1987년 02월 04일,투수(우투우타),192cm,95kg,0,11SK
452,61845,강석훈_1988년 03월 10일,투수(우투우타),186cm,85kg,0,0
453,61854,매그레인_1978년 07월 23일,투수(우투우타),189cm,94kg,0,0
454,61855,고든_1978년 08월 16일,투수(우투좌타),183cm,86kg,0,0
455,61865,이윤재_1989년 01월 02일,(우투우타),178cm,95kg,0,14SK
456,61869,정진기_1992년 10월 10일,외야수(우투좌타),185cm,92kg,4600만원,11SK
457,61881,고바야시_1952년 10월 28일,(좌투좌타),170cm,74kg,0,0
458,61889,타시로_1954년 07월 09일,(우투우타),184cm,88kg,0,0
459,61891,임정우_1991년 04월 02일,투수(우투우타),183cm,77kg,0,11SK
460,61893,박계현_1992년 03월 08일,내야수(우투좌타),181cm,75kg,0,14SK
461,61894,김주원_1991년 08월 30일,투수(좌투좌타),187cm,93kg,0,11SK
462,61895,서진용_1992년 10월 02일,투수(우투우타),184cm,88kg,20000만원,13상무
463,61896,최진호_1992년 11월 14일,투수(우투우타),187cm,92kg,0,18SK
464,61897,부첵_1978년 10월 24일,투수(우투우타),198cm,95kg,0,0
465,61898,김종진_1987년 03월 05일,투수(우투우타),181cm,83kg,0,0
466,61927,이원재_1992년 01월 22일,투수(우투우타),187cm,84kg,0,0
467,61929,채선관_1988년 05월 03일,투수(우투우타),179cm,83kg,0,11상무
468,61950,김광_1990년 06월 21일,투수(우투우타),184cm,93kg,0,0
469,61962,김정후_1988년 09월 26일,투수(우투우타),178cm,95kg,3500만원,11상무
470,62001,김정록_1990년 02월 02일,내야수(우투좌타),182cm,70kg,0,0
471,62002,안형권_1989년 05월 06일,내야수(우투우타),179cm,78kg,0,0
472,62003,김민준_1988년 04월 09일,내야수(우투우타),181cm,85kg,0,12상무
473,62005,홍재용_1989년 07월 26일,내야수(우투우타),180cm,80kg,0,0
474,62006,안신태_1984년 12월 17일,외야수(우투좌타),175cm,82kg,0,0
475,62007,김지성_1985년 07월 20일,내야수(우투우타),178cm,88kg,0,12LG
476,62011,남윤성_1987년 08월 04일,투수(좌투좌타),192cm,90kg,0,0
477,62012,윤용준_1991년 05월 17일,투수(우투우타),178cm,84kg,0,0
478,62013,왕민수_1989년 06월 19일,투수(우언우타),185cm,83kg,0,0
479,62014,아리마_0,투수(),cm,kg,0,0
480,62015,이동호_1989년 02월 28일,내야수(우투우타),180cm,75kg,0,0
481,62016,윤병호_1989년 07월 05일,외야수(우투우타),181cm,78kg,0,15NC
482,62017,김상웅_1988년 07월 22일,투수(좌투좌타),182cm,85kg,0,0
483,62018,홍영찬_1989년 04월 06일,투수(우투우타),190cm,98kg,0,0
484,62019,임현국_1990년 10월 06일,투수(우언우타),179cm,73kg,0,0
485,62020,고바야시_1979년 04월 28일,투수(우투우타),184cm,93kg,0,0
486,62021,키슬러_1976년 02월 24일,투수(좌투좌타),188cm,98kg,0,0
487,62022,오두철_1985년 04월 25일,포수(우투우타),178cm,85kg,0,14KIA
488,62023,럼스덴_1983년 05월 09일,투수(좌투좌타),191cm,98kg,0,0
489,62024,레알_1980년 06월 21일,투수(우투우타),183cm,87kg,0,0
490,62025,이원재_1989년 05월 20일,내야수(우투좌타),186cm,86kg,7100만원,17NC
491,62026,김동영_1991년 08월 03일,투수(우투우타),181cm,76kg,0,0
492,62028,채하림_1992년 10월 10일,투수(우투우타),185cm,95kg,0,0
493,62030,김경열_1989년 11월 20일,투수(좌투좌타),189cm,95kg,0,0
494,62032,김진웅_1992년 02월 06일,내야수(우투우타),181cm,85kg,0,0
495,62034,박용운_1989년 08월 21일,투수(좌투좌타),178cm,80kg,0,0
496,62036,강민욱_1986년 08월 15일,투수(우투우타),180cm,73kg,0,0
497,62037,이성주_1988년 12월 01일,투수(우투우타),183cm,83kg,0,0
498,62038,이한별_1990년 01월 01일,투수(우투우타),180cm,85kg,0,0
499,62039,김민_1989년 07월 24일,포수(우투우타),178cm,80kg,0,0
500,62040,임태환_1992년 06월 09일,투수(우투우타),184cm,80kg,0,0
501,62041,정수봉_1989년 12월 17일,투수(우투좌타),186cm,99kg,0,12상무
502,62042,이광근_1989년 12월 03일,투수(우투좌타),183cm,81kg,0,0
503,62043,이호진_1988년 06월 10일,투수(좌투좌타),182cm,85kg,0,0
504,62046,김경택_1988년 08월 03일,투수(좌투좌타),185cm,90kg,0,0
505,62047,장운영_1991년 02월 24일,외야수(좌투좌타),182cm,82kg,0,0
506,62048,강정민_1987년 01월 31일,투수(우투우타),178cm,82kg,0,0
507,62049,설재훈_1988년 09월 28일,외야수(우투우타),181cm,84kg,0,0
508,62055,한상일_1989년 10월 25일,외야수(우투좌타),181cm,78kg,0,12경찰
509,62056,정영일_1988년 11월 16일,투수(우투우타),188cm,98kg,11000만원,07LA에인절스
510,62066,강하승_1989년 10월 25일,외야수(우투우타),186cm,83kg,0,0
511,62067,한희준_1989년 09월 08일,외야수(우투우타),178cm,75kg,0,0
512,62069,유세영_1988년 03월 31일,포수(우투양타),182cm,95kg,0,0
513,62071,야스다_0,외야수(),cm,kg,0,0
514,62072,마키하라_0,내야수(),cm,kg,0,0
515,62073,정승원_1982년 08월 13일,(),183cm,92kg,0,0
516,62074,타테오카_0,내야수(),cm,kg,0,0
517,62075,미우라_0,투수(),cm,kg,0,0
518,62076,시무키_0,투수(),cm,kg,0,0
519,62077,미나미_0,투수(),cm,kg,0,0
520,62078,야나가와_0,투수(),cm,kg,0,0
521,62079,쇼트_0,외야수(),cm,kg,0,0
522,62080,카마모토_0,외야수(),cm,kg,0,0
523,62081,나카하라_0,외야수(),cm,kg,0,0
524,62082,토요후쿠_0,내야수(),cm,kg,0,0
525,62083,아라사키_0,내야수(),cm,kg,0,0
526,62084,가메자와_0,내야수(),cm,kg,0,0
527,62085,이이다_0,포수(),cm,kg,0,0
528,62086,사사누마_0,포수(),cm,kg,0,0
529,62087,타쿠야_0,포수(),cm,kg,0,0
530,62088,이노모토_0,포수(),cm,kg,0,0
531,62089,시미즈_0,투수(),cm,kg,0,0
532,62090,스즈키_0,투수(),cm,kg,0,0
533,62091,이토_0,투수(),cm,kg,0,0
534,62092,니호_0,투수(),cm,kg,0,0
535,62093,양야오쉰_0,투수(),cm,kg,0,0
536,62094,사카타_0,투수(),cm,kg,0,0
537,62095,호시노_0,투수(),cm,kg,0,0
538,62096,치카다_0,투수(),cm,kg,0,0
539,62097,요시모토_0,투수(),cm,kg,0,0
540,62098,다케다_0,투수(),cm,kg,0,0
541,62099,오바_0,투수(),cm,kg,0,0
542,62136,전호영_1994년 01월 05일,내야수(우투좌타),181cm,85kg,0,12LG
543,62146,최성훈_1989년 10월 11일,투수(좌투좌타),178cm,75kg,4700만원,12LG
544,62147,조윤준_1989년 08월 30일,포수(우투우타),185cm,95kg,0,12LG
545,62148,김웅_1993년 12월 16일,투수(좌투좌타),181cm,85kg,0,12LG
546,62157,나규호_1989년 03월 28일,투수(우투우타),186cm,92kg,0,0
547,62160,신동훈_1994년 01월 24일,투수(우투우타),181cm,88kg,3000만원,12LG
548,62162,이장희_1989년 10월 16일,내야수(우투우타),175cm,75kg,0,12LG
549,62164,서상우_1989년 09월 17일,내야수(우투좌타),187cm,90kg,0,12LG
550,62167,서보민_1989년 06월 16일,외야수(우투우타),174cm,78kg,0,0
551,62168,이진욱_1988년 03월 25일,외야수(우투우타),182cm,85kg,0,0
