,선수명: ,등번호: ,생년월일: ,포지션: ,신장/체중: ,경력: ,입단 계약금: ,연봉: ,지명순위: ,입단년도: 
61456,윤영삼,38,1992년 07월 14일,투수(우투양타),181cm/87kg,서울이수초-서울이수중-장충고-삼성-NC-넥센-경찰-넥센,13000만원,9800만원,11 삼성 2라운드 13순위,11삼성
61457,임현준,57,1988년 12월 21일,투수(좌언좌타),185cm/88kg,본리초-대구중-대구고-경성대-삼성-상무,8000만원,11000만원,11 삼성 4라운드 29순위,11삼성
61458,오태선,58,1992년 02월 20일,투수(우투우타),180cm/85kg,서화초-상인천중-김해고,,,,
61463,김정혁,16,1985년 08월 03일,내야수(우투우타),182cm/82kg,포항초-포철중-포항제철고-동국대-상무,,,11 삼성 육성선수,09상무
61470,유원선,62,1992년 12월 02일,포수(우투우타),182cm/86kg,안평초(도봉리틀)-영남중-충암고,,,11 삼성 7라운드 52순위,
61487,이경록,041,1989년 01월 18일,외야수(우투우타),184cm/95kg,인천서림초-동산중-동산고-대불대-삼성-KIA-경찰,,,11 삼성 9라운드 68순위,11삼성
61489,정명현,89,1987년 03월 09일,(우투우타),184cm/100kg,동천초-경주중-경주고-영남대,,,,
61490,신희섭,34,1990년 09월 15일,투수(좌투좌타),178cm/80kg,대성초-동성중-동성고-광주대-삼성-경찰,,,,
61492,정우양,97,1988년 07월 06일,포수(우투우타),182cm/82kg,충암초-충암중-충암고-경희대,,,11 삼성 10라운드 75순위,11삼성
61494,조원태,103,1992년 03월 31일,외야수(좌투좌타),175cm/80kg,남도초-대구중-상원고,,,,
61495,명재철,98,1989년 01월 17일,투수(우투우타),178cm/95kg,서화초-상인천중-인천고-한양대-한화,,,11 삼성 육성선수,11삼성
61496,황수범,38,1986년 11월 17일,투수(우투우타),183cm/81kg,둔촌초-배명중-배명고-한민대,,,11 삼성 육성선수,12삼성
61498,김태욱,112,1989년 02월 09일,내야수(우투좌타),185cm/78kg,부곡초-대치중-휘문고-한일장신대,,,,
61527,김명성,112,1988년 04월 08일,투수(우투우타),179cm/88kg,중대초-이수중-장충고-중앙대-롯데,,,11 롯데 1라운드 5순위,11롯데
61532,백왕중,106,1992년 08월 06일,내야수(우투좌타),178cm/70kg,학강초-무등중-광주제일고,,,11 롯데 10라운드 74순위,
61540,송보람,40,1986년 12월 09일,투수(우투우타),174cm/87kg,연천초-개성중-부산상고-계명대,,,,
61541,코리,41,1973년 10월 21일,투수(우투우타),183cm/82kg,미국 사우전드 오크고-미국 피어스대,,,,
61542,이지혁,62,1992년 03월 13일,외야수(우투우타),182cm/95kg,이수초-이수중-장충고-롯데,,,11 롯데 7라운드 53순위,11롯데
61544,양대원,64,1985년 04월 26일,투수(우투우타),180cm/77kg,태전초-경상중-대구고-영남대,,,,
61554,김민하,39,1989년 02월 25일,외야수(우투우타),181cm/88kg,승학초-대신중-경남고-중앙대-롯데-상무-롯데,,4500만원,11 롯데 육성선수,11롯데
61557,이정담,26,1991년 08월 05일,투수(좌투좌타),183cm/90kg,노암초-자양중-구리인창고-롯데-SK-경찰-SK-롯데,,,11 롯데 9라운드 69순위,11롯데
61560,양동운,57,1991년 05월 15일,투수(우투좌타),186cm/95kg,성림초-춘천중-강릉고,,,11 롯데 6라운드 44순위,11롯데
61563,방힘찬,63,1988년 08월 18일,외야수(우투우타),178cm/78kg,수영초-부산중-개성고-동아대,,,,
61564,박기민,98,1988년 05월 15일,내야수(우투좌타),175cm/78kg,달북초-대천중-부산고-경성대-롯데-NC-경찰,,,11 롯데 육성선수,13경찰
61565,장국헌,61,1991년 10월 05일,투수(우투우타),183cm/83kg,송정동초-화순중-군산상고,5000만원,2700만원,11 롯데 5라운드 37순위,11롯데
61566,허일,33,1992년 11월 20일,외야수(우투좌타),177cm/88kg,광주서석초-충장중-광주제일고-(영남사이버대),11000만원,4100만원,11 롯데 2라운드 12순위,11롯데
61567,백재엽,013,1992년 10월 17일,내야수(우투좌타),180cm/79kg,서석초-충장중-광주제일고-롯데,,,11 롯데 4라운드 28순위,11롯데
61569,이경우,29,1987년 11월 09일,투수(우투우타),183cm/95kg,길동초-배재중-경동고-성균관대,,,11 롯데 3라운드 21순위,11롯데
61591,김사훈,26,1987년 06월 18일,포수(우투우타),173cm/89kg,감천초-대신중-부산고-한민대-롯데-경찰,,,11 롯데 육성선수,12롯데
61595,김우경,95,1992년 09월 19일,투수(우투좌타),176cm/84kg,남부민초-대동중-경남고,,,,
61598,문양식,98,1989년 02월 26일,투수(우투우타),198cm/100kg,수창초-동성중-동성고-경성대,,,,
61599,임영학,99,1988년 09월 18일,(좌투좌타),178cm/88kg,수창초-경운중-상원고-동의대,,,,
61600,전준수,0,1988년 02월 14일,(우투좌타),170cm/70kg,학강초-무등중-광주제일고-연세대,,,,
61604,유재혁,09,1992년 03월 29일,외야수(우투우타),182cm/70kg,부천신도초-상인천중-제물포고,,,11 KIA 6라운드 41순위,11KIA
61611,김대웅,11,1991년 06월 23일,투수(좌투좌타),cm/kg,동산고,,,,
61629,트레비스,99,1982년 11월 04일,투수(좌투좌타),191cm/88kg,호주 셀튼핸고,,,,
61643,홍건희,17,1992년 09월 29일,투수(우투우타),187cm/92kg,화순초-화순중-화순고-KIA-상무-KIA,14000만원,5300만원,11 KIA 2라운드 9순위,11KIA
61650,박기철,032,1991년 08월 19일,투수(우투우타),193cm/103kg,광주서석초-진흥중-광주제일고-KIA-경찰,,,11 KIA 7라운드 56순위,11KIA
61652,윤정우,44,1988년 05월 12일,외야수(우투우타),188cm/91kg,학강초-광주동성중-광주제일고-원광대-KIA-LG-상무-LG-KIA,,,11 KIA 3라운드 24순위,11KIA
61658,정상교,028,1991년 10월 01일,내야수(우투우타),177cm/77kg,율하초-대구중-대구고,,,11 KIA 5라운드 40순위,11KIA
61665,우병걸,50,1990년 03월 31일,투수(우투우타),183cm/81kg,양목초-양촌중-세광고-제주산업대-삼성-경찰,,,11 KIA 4라운드 25순위,11KIA
61666,한승혁,17,1993년 01월 03일,투수(우투좌타),185cm/96kg,도신초-강남중-덕수고-(남부대),,,11 KIA 1라운드 8순위,11KIA
61667,박세준,67,1992년 07월 01일,내야수(우투우타),190cm/74kg,삼성초-내동중-개성고,,,,
61678,다카하시,78,1964년 07월 10일,(우투우타),176cm/90kg,일본 가라다케초-일본 도요아케중-일본 나고야전기고,,,,
61689,히라노,89,1955년 06월 20일,(우투양타),179cm/80kg,일본 사카에초-일본 마에즈중-일본 이누야마고-일본 나고야상대,,,,
61693,한성구,93,1988년 09월 14일,포수(우투우타),185cm/85kg,강남초-이수중-서울고-홍익대-KIA,,,11 KIA 육성선수,12KIA
61694,김민섭,94,1990년 09월 09일,포수(우투우타),175cm/78kg,신광초-태안중-북일고-제주산업대,,,,
61695,임태환,95,1992년 06월 09일,투수(우투우타),184cm/80kg,진북초-전라중-화순고,,,,
61698,허정우,98,1989년 08월 29일,투수(우투우타),182cm/82kg,주월초-진흥중-중앙고,,,,
61700,강경학,14,1992년 08월 11일,내야수(우투좌타),180cm/72kg,광주대성초-광주동성중-광주동성고,10000만원,7800만원,11 한화 2라운드 16순위,11한화
61710,김용호,62,1986년 03월 29일,내야수(우투우타),188cm/95kg,춘천초-춘천중-춘천고-성균관대,,,,
61715,유창식,11,1992년 05월 15일,투수(좌투좌타),186cm/107kg,광주화정초-무등중-광주제일고-한화,,,11 한화 1라운드 1순위,11한화
61726,오넬리,26,1983년 05월 26일,투수(우투우타),188cm/98kg,도미니카 푸에르토프라타고,,,,
61727,바티스타,26,1980년 08월 23일,투수(우투우타),198cm/86kg,도미니카 산토도밍고고-한화,,,,
61742,나성용,87,1988년 01월 05일,(우투우타),183cm/95kg,광주대성초-진흥중-진흥고-연세대-한화-LG-경찰-LG-삼성,,,11 한화 3라운드 17순위,11한화
61743,오준혁,38,1992년 03월 11일,외야수(우투좌타),187cm/80kg,순천북초-천안북중-북일고-한화-경찰-한화-KIA-KT,3000만원,3000만원,11 한화 8라운드 64순위,11한화
61760,임신호,60,1992년 08월 08일,외야수(우투우타),182cm/82kg,안산관산초-영남중-덕수고-한화,,,11 한화 7라운드 49순위,11한화
61763,박건우,63,1992년 07월 01일,투수(우투우타),193cm/80kg,서원초-세광중-세광고-(영남사이버대)-한화,,,11 한화 10라운드 78순위 ,11한화
61764,박병우,65,1992년 07월 23일,투수(우투우타),183cm/77kg,상인천초-상인천중-동산고,,,,
61765,이영기,46,1992년 07월 25일,투수(좌투좌타),186cm/92kg,송정동초-무등중-동성고,,,,
61767,문재현,97,1992년 03월 06일,투수(좌투좌타),193cm/86kg,화곡초-영동중-서울고,,,11 한화 9라운드 65순위,11한화
61791,김우석,91,1988년 06월 06일,내야수(우투우타),178cm/69kg,길동초-잠신중-서울고-연세대,,,,
61793,정연태,93,1988년 03월 14일,(우투우타),182cm/80kg,숭의초-상인천중-인천고-성균관대,,,,
61795,나용훈,8,1988년 09월 06일,외야수(우투우타),183cm/83kg,가양초-경원중-배재고-동의대-한화,,,,
61812,김대유,12,1983년 06월 13일,투수(우투우타),184cm/88kg,일본 우에노미아고-일본 오사카 상업대,,,,
61830,신정익,30,1987년 02월 04일,투수(우투우타),192cm/95kg,흥무초-경주중-경주고-한민대-SK,,,11 SK 8라운드 58순위,11SK
61845,강석훈,45,1988년 03월 10일,투수(우투우타),186cm/85kg,양덕초-마산동중-용마고-고려대,,,,
61854,매그레인,54,1978년 07월 23일,투수(우투우타),189cm/94kg,미국 오툼와고-미국 아이오와대,,,,
61855,고든,26,1978년 08월 16일,투수(우투좌타),183cm/86kg,미국 라운드락고-SK,,,,
61865,이윤재,72,1989년 01월 02일,(우투우타),178cm/95kg,흥무초-경주중-경주고-경남대-SK-상무,,,11 SK 7라운드 55순위,14SK
61869,정진기,9,1992년 10월 10일,외야수(우투좌타),185cm/92kg,화순초-화순중-화순고-SK,9000만원,4600만원,11 SK 3라운드 23순위,11SK
61881,고바야시,81,1952년 10월 28일,(좌투좌타),170cm/74kg,일본 이쿠에이고-일본 교토산교대,,,,
61889,타시로,89,1954년 07월 09일,(우투우타),184cm/88kg,일본 후지사와상고,,,,
61891,임정우,20,1991년 04월 02일,투수(우투우타),183cm/77kg,서울도곡초-영동중-서울고-SK,,,11 SK 4라운드 26순위,11SK
61893,박계현,92,1992년 03월 08일,내야수(우투좌타),181cm/75kg,광주대성초-전라중-군산상고,,,11 SK 6라운드 42순위,14SK
61894,김주원,26,1991년 08월 30일,투수(좌투좌타),187cm/93kg,월성초-개성중-개성고-(영남사이버대)-SK,,,11 SK 2라운드 10순위,11SK
61895,서진용,22,1992년 10월 02일,투수(우투우타),184cm/88kg,남부민초-대동중-경남고-상무,,20000만원,11 SK 1라운드 7순위,13상무
61896,최진호,21,1992년 11월 14일,투수(우투우타),187cm/92kg,광주화정초-진흥중-중앙고,,,11 SK 9라운드 71순위,18SK
61897,부첵,97,1978년 10월 24일,투수(우투우타),198cm/95kg,미국 오번대,,,,
61898,김종진,49,1987년 03월 05일,투수(우투우타),181cm/83kg,수유초-신일중-신일고-경희대,,,,
61927,이원재,57,1992년 01월 22일,투수(우투우타),187cm/84kg,대성초-무등중-효천고-상무,,,14 KT 육성선수,
61929,채선관,38,1988년 05월 03일,투수(우투우타),179cm/83kg,광주수창초-무등중-광주제일고-한양대-상무,,,14 KT 자유선발,11상무
61950,김광,91,1990년 06월 21일,투수(우투우타),184cm/93kg,둔촌초-배재중-배재고-동강대-상무,,,,
61962,김정후,26,1988년 09월 26일,투수(우투우타),178cm/95kg,고명초-건대부중-경동고-단국대-상무-SK-두산-LG,3000만원,3500만원,13 SK 10라운드 87순위,11상무
62001,김정록,8,1990년 02월 02일,내야수(우투좌타),182cm/70kg,학동초-경원중-선린인터넷고-일본 키비국제대-고양,,,13 넥센 육성선수,
62002,안형권,104,1989년 05월 06일,내야수(우투우타),179cm/78kg,미국 퍼블릭초-미국 나다니엘 호손중-미국 BNC고-미국 세인트 토마스대,,,15 롯데 육성선수,
62003,김민준,31,1988년 04월 09일,내야수(우투우타),181cm/85kg,노암초-경포중-강릉고-한양대-상무,,,14 KT 자유선발,12상무
62005,홍재용,5,1989년 07월 26일,내야수(우투우타),180cm/80kg,강릉고-단국대,,,,
62006,안신태,6,1984년 12월 17일,외야수(우투좌타),175cm/82kg,고베SUNS,,,,
62007,김지성,53,1985년 07월 20일,내야수(우투우타),178cm/88kg,봉천초-강남중-선린인터넷고-한양대-LG,,,12 LG 육성선수,12LG
62011,남윤성,11,1987년 08월 04일,투수(좌투좌타),192cm/90kg,신일고-텍사스,,,,
62012,윤용준,112,1991년 05월 17일,투수(우투우타),178cm/84kg,내당초(삼성리틀)-경운중-경북고-영동대-경찰,,,14 삼성 육성선수,
62013,왕민수,12,1989년 06월 19일,투수(우언우타),185cm/83kg,군산상고-호원대,,,,
62014,아리마,140,,투수(),cm/kg,,,,,
62015,이동호,15,1989년 02월 28일,내야수(우투우타),180cm/75kg,북일고-인하대,,,,
62016,윤병호,38,1989년 07월 05일,외야수(우투우타),181cm/78kg,백운초-신일중-세광고,,,13 NC 육성선수,15NC
62017,김상웅,17,1988년 07월 22일,투수(좌투좌타),182cm/85kg,마산고-계명대,,,,
62018,홍영찬,18,1989년 04월 06일,투수(우투우타),190cm/98kg,배명고-동국대,,,,
62019,임현국,19,1990년 10월 06일,투수(우언우타),179cm/73kg,설악고-사이버대,,,,
62020,고바야시,20,1979년 04월 28일,투수(우투우타),184cm/93kg,지바롯데-주니치-대만,,,,
62021,키슬러,21,1976년 02월 24일,투수(좌투좌타),188cm/98kg,뉴욕양키스-롱아일런드 덕스,,,,
62022,오두철,06,1985년 04월 25일,포수(우투우타),178cm/85kg,제주남초-제주제일중-일본 교토국제고-일본 오사카판남대,,,14 KIA 육성선수,14KIA
62023,럼스덴,23,1983년 05월 09일,투수(좌투좌타),191cm/98kg,크렘슨대,,,,
62024,레알,24,1980년 06월 21일,투수(우투우타),183cm/87kg,도미니카고-볼티모어,,,,
62025,이원재,32,1989년 05월 20일,내야수(우투좌타),186cm/86kg,수유초-서울이수중-청원고-호원대,,7100만원,13 NC 육성선수,17NC
62026,김동영,49,1991년 08월 03일,투수(우투우타),181cm/76kg,인왕초(서부리틀)-홍은중-중앙고-송원대-고양,,,14 KT 육성선수,
62028,채하림,28,1992년 10월 10일,투수(우투우타),185cm/95kg,청원고,,,,
62030,김경열,30,1989년 11월 20일,투수(좌투좌타),189cm/95kg,광주제일고-인하대,,,,
62032,김진웅,32,1992년 02월 06일,내야수(우투우타),181cm/85kg,부천고-영동대,,,,
62034,박용운,121,1989년 08월 21일,투수(좌투좌타),178cm/80kg,부산중앙초-대천중-부산공고-동국대-고양,,,15 롯데 육성선수,
62036,강민욱,36,1986년 08월 15일,투수(우투우타),180cm/73kg,신일고-동국대,,,,
62037,이성주,37,1988년 12월 01일,투수(우투우타),183cm/83kg,문촌초(일산리틀)-자양중-배재고-한민대-경찰,,,14 KT 육성선수,
62038,이한별,37,1990년 01월 01일,투수(우투우타),180cm/85kg,안산공고-중앙대,,,,
62039,김민,39,1989년 07월 24일,포수(우투우타),178cm/80kg,중앙고-고려대-넥센,,,,
62040,임태환,41,1992년 06월 09일,투수(우투우타),184cm/80kg,화순고-기아,,,,
62041,정수봉,34,1989년 12월 17일,투수(우투좌타),186cm/99kg,영도초-대동중-개성고-경성대-상무,,,14 KT 자유선발,12상무
62042,이광근,19,1989년 12월 03일,투수(우투좌타),183cm/81kg,도곡초-대치중-경기고-건국대-경찰,,,14 KT 육성선수,
62043,이호진,43,1988년 06월 10일,투수(좌투좌타),182cm/85kg,휘문고-탐라대,,,,
62046,김경택,47,1988년 08월 03일,투수(좌투좌타),185cm/90kg,북일고-해치,,,,
62047,장운영,117,1991년 02월 24일,외야수(좌투좌타),182cm/82kg,역삼초-대치중-배명고-제주산업대-경찰-KIA,,,14 KIA 육성선수,
62048,강정민,48,1987년 01월 31일,투수(우투우타),178cm/82kg,제물포고-디지털대,,,,
62049,설재훈,107,1988년 09월 28일,외야수(우투우타),181cm/84kg,송정동초-진흥중-진흥고-해치-고양,,,15 SK 육성선수,
62055,한상일,89,1989년 10월 25일,외야수(우투좌타),181cm/78kg,계성초-경복중-제주고-영남대-경찰,,,14 KT 자유선발,12경찰
62056,정영일,18,1988년 11월 16일,투수(우투우타),188cm/98kg,광주화정초-충장중-진흥고-SK-상무,,11000만원,14 SK 2차 5라운드 53순위,07LA에인절스
